title|author1|author2|genre1|genre2|genre3|summary|media|publish|age|thumbnail_small|thumbnail_big|link
킬러분식|한(恨)||스토리|액션||킬러의 삶을 청산하고 인간답게 살고 싶었던 추. 20년이 지난 지금, 누군가가 그와 그의 가족을 위협한다! 인과응보를 기반으로 한 한(恨)작가의 액션 느와르 복수극.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/483613/thumbnail/title_thumbnail_20120702110323_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/483613/thumbnail/title_thumbnail_20120702110323_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=483613
인간의 숲|황준호||스토리|성인|스릴러|실험을 위해 사이코패스 살인마들을 모아놓은 수용소가 마비되면서 벌어지는 폭력, 그리고 죽음. '악연', '공부하기 좋은날' 황준호 작가 신작 <인간의 숲>|네이버|0|ADULT|http://thumb.comic.naver.net/webtoon/478249/thumbnail/title_thumbnail_20140412123113_t83x90.jpg|http://thumb.comic.naver.net/webtoon/478249/thumbnail/title_thumbnail_20140412123113_t218x120.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=478249
몽타주|단우||스토리|성인|스릴러|<미스터리 호러 지하철>의 단우가 스릴러로 돌아오다. 사람의 얼굴을 기억하지 못하는 전직 형사와 범인의 숨막히는 추격전!|네이버|0|ADULT|http://thumb.comic.naver.net/webtoon/89098/thumbnail/title_thumbnail_20140412122950_t83x90.jpg|http://thumb.comic.naver.net/webtoon/89098/thumbnail/title_thumbnail_20140412122950_t218x120.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=89098
늘 푸른 찻집|고병준|제뉴|스토리|드라마|순정|천방지축 아이들의 달콤 쌉싸르한 성장이야기|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/608263/thumbnail/title_thumbnail_20140114000619_t83x90.jpg|http://thumb.comic.naver.net/webtoon/608263/thumbnail/title_thumbnail_20150310212850_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=608263
어서오세요.305호에|와난||스토리|드라마||평범하게 자라온 대한건아 김정현, 그리고 그의 룸메이트 김호모. 하나부터 열까지 정반대인 그들이 겪는 민감하고 민망한 이야기들.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/25735/thumbnail/thumbnail_title_25735_83x90.gif|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/25735/thumbnail/title_thumbnail_20101103172212_t217x165.gif%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=25735
불량 뱀파이어|이유정||스토리|판타지||독특한 만화적 감수성과 색다른 그림 스타일을 지닌 이유정 작가의 신작 뱀파이어지만 절대 사람을 물지 않는 주인공과 생을 꿈꾸며 물리고 싶어 하는 엽기 노인. 그들의 이야기가 펼쳐진다.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/63455/thumbnail/title_thumbnail_20090401141805_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/63455/thumbnail/title_thumbnail_20090401141805_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=63455
트럼프|이채은||스토리|판타지||4년만에 돌아온 2월 29일 멜리 데이, 어린아이에서 소년이 된 히아센의 모험이 시작된다!|네이버|1|ALL|http://thumb.comic.naver.net/webtoon/524520/thumbnail/title_thumbnail_20140613142425_t83x90.jpg|http://thumb.comic.naver.net/webtoon/524520/thumbnail/title_thumbnail_20150323153922_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=524520
AA|선정,지숙||스토리|순정||대머리 사절을 외치는 여인과 대머리 일것 같은 그녀의 이상형이 벌이는 로맨틱 코미디 액션 드라마!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/20762/thumbnail/thumbnail_title_20762_83x90.gif|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/20762/thumbnail/title_thumbnail_20101103171051_t217x165.gif%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=20762
시타를 위하여|하가||스토리|판타지|순정|운명이 바뀌게 되는 한 소녀와, 그녀를 구하고 싶었던 한 남자의 이야기. 2013 대학만화 최강자전 8강 진출작|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/626904/thumbnail/title_thumbnail_20140609112225_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/626904/thumbnail/title_thumbnail_20140609112225_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=626904
단편 할머니/나는내일죽는다|태발||스토리|드라마||단편 '할머니' / '나는 내일 죽는다' <프로젝트X> 태발 작가의 강렬한 단편 두 편.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/358286/thumbnail/title_thumbnail_20110904004712_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/358286/thumbnail/title_thumbnail_20110904004712_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=358286
플라스틱 걸|리나|새달|스토리|개그|순정|차갑고도 화려한 도시의 여자 차도연! 위기에 빠진 그녀가 진정한 삶의 아름다움을 찾는다! 본 연재작은 <서울루키스카우트 2011> 당선 작품입니다.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/440439/thumbnail/title_thumbnail_20120131115448_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/440439/thumbnail/title_thumbnail_20120131115448_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=440439
에피소드메이비|정마루||스토리|순정||사랑의 서로 다른 시각 또 각자의 이야기 그리고 그들의 꿈... Maybe…|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/22043/thumbnail/thumbnail_title_22043_83x90.gif|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/22043/thumbnail/title_thumbnail_20101103172141_t217x165.gif%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=22043
원티드|럭스||스토리|판타지||평범한 사람과 특수한 능력을 가진 사람들이 공존하는 이 곳, 그 속에 존재하는 한 조직에 얽힌 비밀과 사람들의 이야기|네이버|1|ALL|http://thumb.comic.naver.net/webtoon/310616/thumbnail/title_thumbnail_20130117191617_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/310616/thumbnail/title_thumbnail_20130117191617_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=310616
N의등대-busted|조석||스토리|스릴러||동일한 세계의 색다른 4가지 이야기. 함께 볼 수도, 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 조석 작가의 N의등대 busted 편.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/26460/thumbnail/thumbnail_title_26460_83x90.gif|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/26460/thumbnail/title_thumbnail_20101103170740_t217x165.gif%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=26460
인챈트-나람이야기|자유||스토리|판타지|드라마|어느 날, 우리 집에 있는 이상한 그릇이 말을 걸어왔다!|네이버|1|ALL|http://thumb.comic.naver.net/webtoon/630386/thumbnail/title_thumbnail_20140717183545_t83x90.jpg|http://thumb.comic.naver.net/webtoon/630386/thumbnail/title_thumbnail_20150323155544_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=630386
닭통령 계양반|미티||스토리|개그||'남기한엘리트만들기','고삼이 집나갔다' 미티의 스마트툰 신작! 치킨을 향한 사랑과 우정, 그리고 전쟁, 본격 치킨 막장 드라마!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/511446/thumbnail/title_thumbnail_20121019111457_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/511446/thumbnail/title_thumbnail_20121019111457_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=511446
향수|석우||스토리|스릴러||행복했었던 나의 어린 시절. 그러나, 그에게는 잔인한 기억일지도 모른다. 향수, 그 잔인한 추억|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/25695/thumbnail/thumbnail_title_25695_83x90.gif|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/25695/thumbnail/title_thumbnail_20101103171022_t217x165.gif%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=25695
언더프린|브림스||스토리|판타지||삶의 가장 큰 의미인 가족을 지키기 위한 그의 눈부신 사투가 시작된다.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/26108/thumbnail/title_thumbnail_20110422102030_t83x90.jpg|http://thumb.comic.naver.net/webtoon/26108/thumbnail/title_thumbnail_20150310214624_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=26108
방과 후 전쟁활동|하일권||스토리|성인|판타지|지구 종말. 우리는 이제 학생이 아닌 군인이다. '목욕의 신', '삼봉이발소' 하일권 신작 <방과 후 전쟁활동>|네이버|0|ADULT|http://thumb.comic.naver.net/webtoon/517773/thumbnail/title_thumbnail_20140412134104_t83x90.jpg|http://thumb.comic.naver.net/webtoon/517773/thumbnail/title_thumbnail_20140412134104_t218x120.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=517773
새끼손가락|이익수||스토리|드라마||용호는 출소후 홀어머니를 위해 새 출발을 다짐하지만.. 자신으로 인해 누워만 있는 한 소녀의 존재를 알게 된다.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/26107/thumbnail/thumbnail_title_26107_83x90.gif|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/26107/thumbnail/title_thumbnail_20101103171546_t217x165.gif%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=26107
뱀피르|카인|12B|스토리|판타지|액션|뱀파이어에게 피를 제공하며 가축같이 살아가는 노예인 인간들. 그 잔혹한 숙명과 뱀파이어의 감시 속에서 반란하려는 무리가 생겨난다. SBA-서울문화사-네이버가 함께하는 2015 만화 스카우트 당선작입니다.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/669360/thumbnail/title_thumbnail_20151222163847_t83x90.jpg|http://thumb.comic.naver.net/webtoon/669360/thumbnail/title_thumbnail_20151222163847_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=669360
시노딕|현욱||스토리|판타지|드라마|달이 사라진 세계 사냥꾼과 괴물의 이야기|네이버|1|ALL|http://thumb.comic.naver.net/webtoon/668103/thumbnail/title_thumbnail_20151203170919_t83x90.jpg|http://thumb.comic.naver.net/webtoon/668103/thumbnail/title_thumbnail_20151203170919_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=668103
아이덴티티|시니|수훈|스토리|드라마|감성|잠에 들면 다른 사람이 되는 남자 헨리 모리스, 그리고 그 병을 치료하는 Dr.와이번. [죽음에 관하여] 스토리 시니 작가의 신작.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/642599/thumbnail/title_thumbnail_20141225115543_t83x90.jpg|http://thumb.comic.naver.net/webtoon/642599/thumbnail/title_thumbnail_20150323150139_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=642599
싸귀2 : 퇴마록|임인스||스토리|판타지|드라마|영혼들과 대화하는 소년 소녀의 두번째 이야기!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/537990/thumbnail/title_thumbnail_20140709192657_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/537990/thumbnail/title_thumbnail_20140709192657_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=537990
삼봉이발소|하일권||스토리|드라마||'너무 불공평해. 태어날 때부터 인생의 반이 결정되어 있잖아!' 외모지상주의에 상처받은 이들을 치유하는 감동의 웹툰 '목욕의 신', '3단합체 김창남' 하일권 작가의 데뷔작 <삼봉이발소>|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/459546/thumbnail/title_thumbnail_20120321153126_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/459546/thumbnail/title_thumbnail_20120321153126_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=459546
카페 드 쇼콜라|재아|SE|스토리|드라마|순정|<프린스의 왕자> 시즌3! 꽃미남들의 달콤살벌 초콜릿 이야기 이몽룡과 박시현, 두 완벽남의 전쟁같은 카페 운영이 시작된다|네이버|1|ALL|http://thumb.comic.naver.net/webtoon/666196/thumbnail/title_thumbnail_20151029174921_t83x90.jpg|http://thumb.comic.naver.net/webtoon/666196/thumbnail/title_thumbnail_20151029183037_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=666196
비흔|정재한|황영찬|스토리|시대극||잊혀진 나라 백제, 그리고 싸울아비. 패자의 역사 뒤로 전설이 되어 사라진 검은 이리 '흑랑' '비흔'이라는 이름으로 새로운 전설을 시작한다.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/72497/thumbnail/title_thumbnail_20120928150325_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/72497/thumbnail/title_thumbnail_20090629120516_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=72497
기로|구들||스토리|판타지|드라마|숨겨진 고통을 꺼내어버린 남자 스스로를 구하기 위한 기이한 마음의 여정|네이버|1|ALL|http://thumb.comic.naver.net/webtoon/653344/thumbnail/title_thumbnail_20150420212358_t83x90.jpg|http://thumb.comic.naver.net/webtoon/653344/thumbnail/title_thumbnail_20150420212358_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=653344
둥굴레차!|기라3||스토리|판타지|액션|청룡, 주작, 백호, 현무. 사신의 증표를 가지고 태어난 네 무술소년들의 수련기 2013 대학만화 최강자전 2위 수상작!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/626939/thumbnail/title_thumbnail_20140610202947_t83x90.jpg|http://thumb.comic.naver.net/webtoon/626939/thumbnail/title_thumbnail_20150310214444_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=626939
멜로홀릭|팀겟네임||스토리|스릴러||교수인형,우월한하루의 팀겟네임. 그들의 시니컬 로맨스,'당신은 사랑에 중독되어 보셨습니까?'|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/142911/thumbnail/title_thumbnail_20100304183459_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/142911/thumbnail/title_thumbnail_20100304183459_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=142911
알게뭐야|김재한||스토리|개그|드라마|뮤지션 김원준의 슈퍼스타 성장기|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/546805/thumbnail/title_thumbnail_20150302174331_t83x90.jpg|http://thumb.comic.naver.net/webtoon/546805/thumbnail/title_thumbnail_20150310211413_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=546805
언더클래스 히어로|김우준||스토리|판타지|액션|도시 한가운데서 일어난 정체불명의 대폭발. 스승의 저주를 받아 천개의 선행을 하게 된 주인공 인(燐), 마을의 원수를 찾아 여행하는 검객 류진(劉進),그리고 정체불명의 약초상 아미(俄靡). 대폭발의 원인을 찾아 떠나는 그들의 여행!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/497180/thumbnail/title_thumbnail_20140831173459_t83x90.jpg|http://thumb.comic.naver.net/webtoon/497180/thumbnail/title_thumbnail_20150323154002_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=497180
태왕광개토|청안랑|김인호|스토리|시대극||고구려 19대 왕! 한반도 역사상 최대의 영토를 확장한 정복 군주. 고구려의 세력권을 넓히고 동북아시아 패자로서의 자주성을 드높인 광개토태왕의 이야기가 만화로 펼쳐진다.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/25050/thumbnail/thumbnail_title_25050_83x90.gif|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/25050/thumbnail/title_thumbnail_20101103171107_t217x165.gif%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=25050
타임인조선|이윤창||스토리|개그||'백투더퓨처'를 꿈꾸는 준재와 철수의 조선견문록!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/337964/thumbnail/title_thumbnail_20110613111940_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/337964/thumbnail/title_thumbnail_20110613111940_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=337964
국립자유경제고등학교 세실고 2학기|양혜석|이현지|스토리|드라마||'L반'이 돌아왔다…!! 국립자유경제고등학교 세실고, 새롭게 시작되는 2학기!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/621494/thumbnail/title_thumbnail_20140418115703_t83x90.jpg|http://thumb.comic.naver.net/webtoon/621494/thumbnail/title_thumbnail_20150310180859_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=621494
레사(lessa)|POGO||스토리|판타지|액션|어느날부턴가, 사람들은 디맨으로 변한다. 매일밤 계속되는 습격, 그리고 동생을 찾는 한 남자. 그 혼돈 속에서 신이 눈을 뜬다!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/478262/thumbnail/title_thumbnail_20131205231823_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/478262/thumbnail/title_thumbnail_20131205231823_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=478262
버프소녀 오오라|김규삼||스토리|개그||'정글고', '쌉니다 천리마마트' Q3작가의 스마트툰 신작! 버프가 필요한 당신을 위하여.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/511444/thumbnail/title_thumbnail_20121016114135_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/511444/thumbnail/title_thumbnail_20121016114135_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=511444
SM 플레이어|랑또||스토리|개그||만화 주인공이 만화 주인공인 만화라고? <야! 오이>, <요리대마왕>, <악당의 사연> 랑또 작가의 신작이라고? 이 만화 대체 뭐지?|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/521533/thumbnail/title_thumbnail_20121207184913_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/521533/thumbnail/title_thumbnail_20121207184913_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=521533
프로젝트 X|태발||스토리|성인|스릴러|모든 인간에겐 공통점이 있다. 세상에 나온 이상 가질 수 밖에 없는 본능, 자기 자신을 위한 이기심. 이기심은 자기 자신을 강인하게 만들어 주기도 하지만 때론 세상과 주위의 모든것을 파괴 하기도 한다.|네이버|0|ADULT|http://thumb.comic.naver.net/webtoon/258205/thumbnail/title_thumbnail_20140412125648_t83x90.jpg|http://thumb.comic.naver.net/webtoon/258205/thumbnail/title_thumbnail_20140412125648_t218x120.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=258205
라이징패스트볼|박현수||스토리|스포츠||고교야구! 야구소년! 불꽃같은 그들의 이야기!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/414611/thumbnail/title_thumbnail_20111202101626_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/414611/thumbnail/title_thumbnail_20111202101626_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=414611
OH, MY GOD!|강지영|현예지|스토리|판타지|액션|신들의 회사 헤븐즈 컴퍼니, 성격도 외모도 제 각각인 'GOD'들. 그들의 갈등과 신의, 그리고 음모. 2012 대학만화 최강자전 수상작!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/563786/thumbnail/title_thumbnail_20130614121900_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/563786/thumbnail/title_thumbnail_20130614121900_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=563786
악플게임|미티||스토리|드라마||우승상금 10억! 대한민국 최고의 악플러를 뽑는 대회가 펼쳐진다. <남기한 엘리트만들기>, <고삼이 집나갔다> 미티 작가 신작!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/551651/thumbnail/title_thumbnail_20130412185358_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/551651/thumbnail/title_thumbnail_20130412185358_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=551651
러브슬립 2부|오창호||스토리|순정||과연 오늘은 어떤 사건에 정신없이 휘말리게 될 것인가?! 좌충우돌 러브코미디, 그 두 번째 이야기!|네이버|1|ALL|http://thumb.comic.naver.net/webtoon/578109/thumbnail/title_thumbnail_20130805180837_t83x90.jpg|http://thumb.comic.naver.net/webtoon/578109/thumbnail/title_thumbnail_20150310212959_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=578109
붉은 실|동비||스토리|판타지|드라마|생명의 붉은 실을 두고 벌어지는 사건 그리고 거기에 휘말린 소년과 소녀의 이야기|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/622641/thumbnail/title_thumbnail_20140512174620_t83x90.jpg|http://thumb.comic.naver.net/webtoon/622641/thumbnail/title_thumbnail_20150310213533_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=622641
악연|황준호||스토리|성인|스릴러|싸이코패스. 연쇄살인범. 그리고 마주치는 사람들.|네이버|0|ADULT|http://thumb.comic.naver.net/webtoon/94760/thumbnail/title_thumbnail_20140412114313_t83x90.jpg|http://thumb.comic.naver.net/webtoon/94760/thumbnail/title_thumbnail_20140412114313_t218x120.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=94760
스페이스 차이나드레스|최봉수|원현재|스토리|개그|판타지|전 우주무술의 본원지 행성 소림에서 벌어지는 코믹 액션 판타지. 우주 최강의 막무가내 소녀가 강림했다!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/423383/thumbnail/title_thumbnail_20120524145347_t83x90.jpg|http://thumb.comic.naver.net/webtoon/423383/thumbnail/title_thumbnail_20150310212503_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=423383
꽃가족|이상신|국중록|스토리|개그||츄리닝의 이상신/국중록이 다시 뭉쳤다. 얼굴에서 후광이 비치는 우월한 외모! 그들의 모든 것을 파헤친다!|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/505715/thumbnail/title_thumbnail_20120921114302_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/505715/thumbnail/title_thumbnail_20120921114302_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=505715
세렌디피티|우은지|홍성경|스토리|순정||사람에게 마음을 열지 않는 남자, 그리고 가난하지만 사랑과 희망을 품고 사는 여자.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/308802/thumbnail/title_thumbnail_20110304140610_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/308802/thumbnail/title_thumbnail_20110304140610_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=308802
화이트멜로우|임진국||스토리|드라마|스포츠|하얀 눈 속에서 펼쳐지는 순조롭지 않은 그들의 레알 로맨스! <그린보이>, <레드카펫> 임진국 작가 신작 로맨스시트콤|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/642604/thumbnail/title_thumbnail_20141212140129_t83x90.jpg|http://thumb.comic.naver.net/webtoon/642604/thumbnail/title_thumbnail_20150323154031_t220x202.jpg|http://comic.naver.com/webtoon/list.nhn?titleId=642604
우연일까?|남지은|김인호|스토리|순정||우연일까? 운명일까? 가슴 설레는 사랑 이야기가 찾아옵니다.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/318992/thumbnail/title_thumbnail_20110408115556_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/318992/thumbnail/title_thumbnail_20110408115556_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=318992
N의등대-도망자|김선권||스토리|스릴러||동일한 세계의 색다른 4가지 이야기 함께 볼 수도, 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 김선권 작가의 N의등대 도망자편|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/26473/thumbnail/thumbnail_title_26473_83x90.gif|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/26473/thumbnail/title_thumbnail_20101103170726_t217x165.gif%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=26473
스펙트럼 분석기|도국||스토리|드라마||코미디언과 헤어디자이너, 그들이 만드는 낭만과 꿈의 대화.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/520598/thumbnail/title_thumbnail_20121130165600_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/520598/thumbnail/title_thumbnail_20121130165600_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=520598
아는사람 이야기|오묘||스토리|드라마|순정|25세 세 여자 미라 여름 정아의 소소하고 평범한, 울고 웃고 사랑하는 이야기. 나와 당신과 그리고, <아는사람 이야기>|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/460686/thumbnail/title_thumbnail_20120418172527_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/460686/thumbnail/title_thumbnail_20120418172527_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=460686
N의등대-thecalling|강호진||스토리|스릴러||동일한 세계의 색다른 4가지 이야기. 함께 볼 수도, 따로 볼 수도 있는 멀티 플롯 프로젝트 만화 강호진 작가의 N의등대 The Calling 편|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/26456/thumbnail/thumbnail_title_26456_83x90.gif|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/26456/thumbnail/title_thumbnail_20101103170703_t217x165.gif%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=26456
17살, 그 여름날의 기적|석우||스토리|드라마||17살을 살아가는 주인공 그의 눈에 비치는 조금은 특별한 그 여름날의 이야기.|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/76758/thumbnail/title_thumbnail_20090731161045_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/76758/thumbnail/title_thumbnail_20090731161045_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=76758
플루타크 영웅전|양영순||스토리|판타지||율리우스 카이사르와 함께 돌아보는 플루타크 영웅전역사와 전설의 이야기를 작가 양영순의 재해석으로 만나보다|네이버|0|ALL|http://thumb.comic.naver.net/webtoon/62251/thumbnail/title_thumbnail_20090317153707_t83x90.jpg|http://dthumb.phinf.naver.net/?src=%22http://thumb.comic.naver.net/webtoon/62251/thumbnail/title_thumbnail_20090317153707_t217x165.jpg%22&type=p200_200|http://comic.naver.com/webtoon/list.nhn?titleId=62251
